Year,Country Name,Country Code,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Cause of death, by injury (% of total)","Cause of death, by non-communicable diseases (% of total)",Current health expenditure (% of GDP),Diabetes prevalence (% of population ages 20 to 79),"Government expenditure on education, total (% of GDP)",Income share held by highest 10%,Income share held by lowest 10%,Income share held by second 20%,"Life expectancy at birth, total (years)",Prevalence of undernourishment (% of population),"Unemployment, total (% of total labor force) (modeled ILO estimate)",population(in thousand),all_causes(in thousand),diabetes_mellitus(in thousand),%death by diabetes,alzheimer_and_other_dementia (in thousand),%death by alzheimer_and_other_dementia,cardiovascular_diseases (in thousand),%death by cardiovascular_diseases,asthma (in thousand),%death by asthma,kidney_diseases (in thousand),%death by kidney_diseases,Income_share_bottom 40%,Income_share_top 10%
2020,New Zealand,NZL,4.354730431,6.043371553,89.60189855,10.05994129,8.6,5.651490211,,,,82.25609756,2.5,4.595,5069.894,32.41873462,0.760525681,2.345944991,3.032760978,9.354964077,9.258577789,28.55934353,0.089802431,0.277007823,0.431064778,1.329677987,19.20800018,27.48600006
2021,New Zealand,NZL,4.354730431,6.043371553,89.60189855,10.0194025,6.2,5.548220158,,,,82.20731707,2.5,3.776,5107.698,34.60073314,0.819667449,2.368930872,3.413515402,9.865442412,9.668751021,27.94377501,0.095880897,0.277106548,0.467390999,1.350812415,19.20800018,27.48600006
2000,Nicaragua,NIC,23.98681235,11.37324461,64.63994394,5.23883677,11,3.001600027,42.9,1.4,7.7,66.36,25.9,7.162,5022.644,17.00436083,0.58008353,3.411380971,0.010308357,0.060621846,3.21426757,18.90260741,0.108352435,0.63720381,0.834946429,4.910190023,9.413000107,45.22299957
2010,Nicaragua,NIC,14.3794811,10.86727369,74.7532462,7.71019173,11,4.484240055,34.2,2,9.6,71.761,19.5,7.83,5737.456,19.85966069,1.143146585,5.756123442,0.036545916,0.184020849,4.363935596,21.97386785,0.089880789,0.452579679,1.685275876,8.485924819,13.30900002,36.26800156
2015,Nicaragua,NIC,11.98595726,8.915550125,79.09849115,7.96303272,11,4.078430176,37.2,2,9.2,72.899,19.3,4.7,6149.424,20.5120776,1.190094363,5.801920148,0.026578912,0.129576889,4.988301281,24.3188495,0.057814015,0.28185353,2.05613779,10.02403477,12.61900043,39.36600113
2019,Nicaragua,NIC,9.45054217,8.909562172,81.63989588,8.50037098,11,4.599919796,37.2,2,9.2,73.764,17.8,5.472,6483.67,21.50206695,1.408585393,6.55093018,0.043468745,0.202160776,5.657133598,26.30971995,0.054259221,0.252344211,2.348086393,10.92028222,12.61900043,39.36600113
2020,Nicaragua,NIC,9.45054217,8.909562172,81.63989588,8.58996105,11,4.581561089,37.2,2,9.2,70.766,18.7,6.201,6565.275,28.86384218,1.536430319,5.323027714,0.032213457,0.111604884,5.601744612,19.40748074,0.051904826,0.17982646,1.911518128,6.622535266,12.61900043,39.36600113
2021,Nicaragua,NIC,9.45054217,8.909562172,81.63989588,9.59249973,9.3,4.086657047,37.2,2,9.2,70.478,19.2,6.118,6644.748,29.10121221,1.310125143,4.501960721,0.021425363,0.07362361,5.59873753,19.23884644,0.04730082,0.162539002,1.642472863,5.644001533,12.61900043,39.36600113
2000,Niger,NER,77.37351595,6.055109963,16.57137197,4.69005966,4.2,2.565020084,36.2,2.3,9.7,49.172,23.2,1.431,11509.637,195.3593377,0.901680888,0.461549931,0.248557643,0.127231002,9.167813312,4.69279504,0.736011917,0.376747754,1.135415347,0.581193282,9.748000145,45.70700073
2010,Niger,NER,68.25232334,8.307017121,23.44065887,5.02160501,4.2,2.721950054,31.3,3.2,11.4,57.08,15.9,0.722,16548.837,183.8390292,1.44215494,0.784466142,0.412952883,0.224627428,13.0924355,7.121684418,0.916972214,0.498790827,1.543554247,0.839622715,13.55500031,40.68899918
2015,Niger,NER,62.6832907,9.708361173,27.60834913,5.34745932,4.2,4.486690044,27,3.2,11.8,58.85,13.3,0.553,19939.493,201.8906578,1.895025662,0.938639599,0.543015551,0.26896517,17.193026,8.516008709,1.139825352,0.56457558,2.000249304,0.990758723,12.55799961,40.58499908
2019,Niger,NER,59.17361433,10.47224286,30.3541426,5.66642094,4.2,3.526227236,31.1,3.2,11.4,60.031,11,0.531,22947.763,216.6689084,2.233859647,1.031001477,0.649050846,0.29955883,19.82883846,9.151676909,1.316866112,0.607778071,2.358360665,1.088462891,12.16100025,43.13100052
2020,Niger,NER,59.17361433,10.47224286,30.3541426,6.17007589,4.2,3.819200993,31.1,3.2,11.4,59.89,12,0.594,23717.621,222.488076,2.377676351,1.068675856,0.695223187,0.312476605,21.0098741,9.443146112,1.354796139,0.608929774,2.464517359,1.107707614,12.71700001,42.25299835
2021,Niger,NER,59.17361433,10.47224286,30.3541426,5.81452751,5.2,3.82175827,27.8,3.8,12.4,59.542,12.5,0.78,24502.15,230.5182662,2.409241258,1.04514115,0.711161155,0.308505337,21.21979263,9.20525431,1.384952426,0.600799429,2.502150833,1.085445798,13.27299976,41.37400055
2000,Nigeria,NGA,73.62036664,5.849346535,20.53028907,3.1973834,4.8,0.496685654,29.8,2.1,10.4,47.143,8.8,3.963,126382.497,1702.100365,15.4299711,0.906525339,3.267409575,0.191963391,134.3107179,7.890881212,5.090723047,0.299084775,13.60800561,0.79948315,13.63799953,37.27299881
2010,Nigeria,NGA,68.93552467,7.003156714,24.06131857,3.29653287,4.8,0.496685654,26.7,2.9,11.3,51.315,9.2,3.746,166642.89,1695.497601,20.23345374,1.193363749,4.634531688,0.273343453,138.0486482,8.142072751,5.500690995,0.3244293,17.47113563,1.030442958,18.28700066,28.44000053
2015,Nigeria,NGA,66.47000629,7.850963651,25.67903071,3.58194995,4.8,0.436954916,26.9,2.8,11.3,51.939,10.5,4.135,190671.883,1725.710885,21.58406441,1.250734673,5.2960246,0.306889447,147.6046053,8.553263848,5.442390299,0.31537092,18.9614474,1.098761534,18.77599907,27.99600029
2019,Nigeria,NGA,65.20789105,7.660399432,27.13170983,2.98547053,4.8,0.358478993,26.7,2.9,11.6,53.009,13.6,5.206,209485.65,1690.947489,24.15402334,1.428431309,6.005295104,0.355143796,158.7360217,9.387401013,5.462626127,0.323051198,21.20587955,1.254082678,18.93199921,27.99300003
2020,Nigeria,NGA,65.20789105,7.660399432,27.13170983,3.38063431,4.8,0.359637648,26.7,2.9,11.6,53.072,15.1,5.742,213996.174,1711.047493,27.13898563,1.586103585,6.57045653,0.384001996,175.900608,10.28028788,5.942334704,0.347292213,23.44787495,1.370381304,18.93199921,27.99300003
2021,Nigeria,NGA,65.20789105,7.660399432,27.13170983,4.07625723,3.6,0.381919116,26.7,2.9,11.6,53.455,17,5.45,218529.296,1688.716953,28.84828754,1.708296201,6.873930403,0.407050477,185.2407896,10.96932137,6.26875483,0.371214064,24.99059983,1.479857225,18.93199921,27.99300003
2000,North Macedonia,MKD,3.093765092,4.078562519,92.82767203,8.86991501,7.7,3.300149918,30.7,1.2,10.2,72.94634146,7.5,32.2,2057.256,17.08242659,0.552320475,3.233267079,0.01808763,0.105884432,10.41150453,60.94862734,0.051066028,0.298938956,0.284866788,1.667601415,16.47699928,26.63500023
2010,North Macedonia,MKD,1.678527041,3.079413717,95.24205645,6.71369696,7.7,3.300149918,27.1,0.9,10.9,74.99756098,3.6,33.135,2051.508,18.93980493,0.748139033,3.950088377,0.027875025,0.147176938,11.62040943,61.35443041,0.066747381,0.352418525,0.32274397,1.704051185,14.26299953,30.72599983
2015,North Macedonia,MKD,1.820788038,2.836701341,95.34250983,6.34227896,7.7,3.300149918,24.8,1.7,11.7,75.40243902,3.8,26.395,1980.37,20.49486683,0.896579732,4.374655078,0.148810504,0.726086709,12.58351254,61.39836208,0.022831346,0.111400313,0.418304503,2.041020839,17.90500069,24.80699921
2019,North Macedonia,MKD,1.283610995,2.584518334,96.13187058,7.06654119,7.7,3.300149918,22.9,1.9,12.3,76.60243902,3.1,17.414,1897.646,22.64606088,1.317338105,5.817073938,0.716155908,3.162386216,12.59299426,55.60787956,0.039261573,0.17337043,0.596158691,2.632505026,18.81800079,23.01499939
2020,North Macedonia,MKD,1.283610995,2.584518334,96.13187058,7.73212385,7.7,3.300149918,22.9,1.9,12.3,74.39512195,3,16.575,1872.028,25.74496285,1.588160208,6.168819189,0.858397757,3.334235759,11.14763653,43.30026265,0.054137146,0.21028248,0.866928333,3.367370692,18.46299934,23.22200012
2021,North Macedonia,MKD,1.283610995,2.584518334,96.13187058,8.5240345,6.1,3.300149918,22.9,1.9,12.3,73.24634146,3.1,15.801,1851.116,28.22330166,1.574073961,5.577214103,0.655223113,2.321567904,10.035422,35.55722189,0.014992409,0.053120679,0.906915042,3.213355592,18.46299934,23.22200012
2000,Norway,NOR,7.418887423,5.490662111,87.09045189,7.70270586,4.7,6.459340096,22.9,4.1,14,78.63414634,2.5,3.458,4490.866,44.02254142,0.621937703,1.41277101,1.014154047,2.303715356,18.52907795,42.08997789,0.220196974,0.500191419,0.485018582,1.101750526,23.58200073,23.28199959
2010,Norway,NOR,6.878629761,5.448959328,87.67241123,8.8581152,4.7,6.710420132,21,3.7,14.5,80.99756098,2.5,3.527,4889.161,41.44601061,0.660855711,1.594497761,2.62755566,6.339707057,13.48436062,32.5347613,0.087462872,0.211028446,0.726129479,1.751988835,23.63199997,21.83200073
2015,Norway,NOR,7.422348033,5.391181373,87.18646953,10.06992245,4.7,7.523349762,22.2,3.5,14.1,82.30487805,2.5,4.296,5189.769,40.69212451,0.546693554,1.343487373,3.487286841,8.569930628,11.89055548,29.22077827,0.075312628,0.185079124,0.576035063,1.415593483,23.06200027,22.2310009
2019,Norway,NOR,7.679579779,5.598290451,86.72212993,10.43807507,4.7,7.864560127,22.4,3.4,14.1,82.95853659,2.5,3.684,5347.739,40.54693057,0.543466343,1.340339047,4.462592802,11.00599414,10.07733622,24.85351192,0.086189873,0.212568183,0.634348073,1.564478652,23.06800079,22.06800079
2020,Norway,NOR,7.679579779,5.598290451,86.72212993,11.42416382,4.7,8.372819901,22.4,3.4,14.1,83.2097561,2.5,4.424,5379.274,40.56361447,0.683733857,1.685584153,4.490348793,11.06989318,9.956834468,24.54622104,0.088683877,0.218629129,0.709087707,1.748088075,22.96199989,22.29199982
2021,Norway,NOR,7.679579779,5.598290451,86.72212993,9.8142643,3.6,6.96021986,22.4,3.4,14.1,83.16341463,2.5,4.359,5408.098,41.65286091,0.699103621,1.67840481,4.657046589,11.18061638,10.43402752,25.04996605,0.091665281,0.220069592,0.73054127,1.753880176,22.47800064,24.47800064
2000,Oman,OMN,13.21299123,12.92819726,73.85881198,2.68485427,10.5,3.200239897,,,,73.643,13.3,4.331,2282.142,8.324864769,0.352586455,4.23534153,0.11808609,1.418474574,3.47190143,41.70519914,0.065352018,0.78502198,0.219631917,2.638264077,13.22399998,30.74300003
2010,Oman,OMN,9.672441718,14.1461513,76.18140689,2.47588587,10.5,4.187739849,,,,77.184,6.3,3.935,2757.459,9.45283495,0.47749493,5.051341032,0.152492272,1.613190891,3.770136532,39.88365979,0.061358931,0.649106124,0.348161575,3.683144549,16.20700073,30.39299965
2015,Oman,OMN,9.837594704,11.67531253,78.4870923,4.07826233,10.5,4.353839874,,,,79.346,7.2,3.401,4184.897,14.00491542,0.759093558,5.420193803,0.253233232,1.808173948,5.373074434,38.36563288,0.079098676,0.564792246,0.636862316,4.547419937,16.50499916,30.3579998
2019,Oman,OMN,9.764623651,10.4455851,79.7897919,3.80648994,10.5,5.063630104,,,,79.946,5.8,2.04,4591.245,13.6928281,0.813942932,5.944301103,0.275750787,2.013833702,5.486826367,40.07080441,0.074171216,0.541679307,0.717832923,5.242400748,16.50499916,30.3579998
2020,Oman,OMN,9.764623651,10.4455851,79.7897919,5.11922884,10.5,6.877699852,,,,77.763,5.7,2.94,4522.5,15.56639148,0.823201589,5.288326393,0.316937808,2.036039042,5.656526644,36.33807265,0.073472881,0.471996873,0.724653689,4.65524518,16.50499916,30.3579998
2021,Oman,OMN,9.764623651,10.4455851,79.7897919,4.37028217,13.8,6.877699852,,,,75.969,5.7,1.9,4500.437,17.43158622,0.66746824,3.82907345,0.287301216,1.648164498,4.505509121,25.84681086,0.059657533,0.342238119,0.589877466,3.38395748,16.50499916,30.3579998
2000,Pakistan,PAK,48.20694095,6.133632039,45.65942715,2.48079324,11.8,1.837820053,24.9,4.3,13.4,61.903,20.7,0.634,154879.132,1397.145559,27.97789771,2.002504144,6.969017045,0.498803936,257.4642704,18.42787738,14.60696934,1.045486581,19.1537812,1.370922384,14.68400002,36.84999847
2010,Pakistan,PAK,39.21032588,7.767968876,53.02170577,2.42967653,11.8,2.052680016,25.1,4.3,13.3,64.378,14.9,0.653,199239.051,1532.491814,40.67628169,2.654257682,9.857817686,0.643254182,324.9605913,21.20471955,15.51683811,1.012523393,26.55242809,1.73263099,15.67599964,35.31299973
2015,Pakistan,PAK,35.87852394,7.341534547,56.77994139,2.49493265,7.9,2.38609004,27,4.1,12.7,65.641,11.8,3.566,217290.891,1530.734258,46.70859808,3.051385165,11.32346535,0.739740767,370.9482116,24.23335138,15.52874062,1.014463518,30.25406987,1.976441679,15.05700016,35.95700073
2019,Pakistan,PAK,33.14795923,6.996173585,59.85586752,2.84736943,7.9,2.21491766,25.5,4.2,13.1,66.729,12.8,4.83,230800.904,1514.801111,52.3188945,3.453845796,13.05650299,0.861928533,394.5580064,26.04685219,15.43333482,1.018835721,32.81779175,2.166475289,15.41100025,35.49100113
2020,Pakistan,PAK,33.14795923,6.996173585,59.85586752,2.95273018,7.9,2.057182312,25.5,4.2,13.1,65.701,15.8,6.127,235001.742,1664.014898,55.19571321,3.317020375,13.75785001,0.826786468,409.4341619,24.60519809,15.72182985,0.944813046,34.07247775,2.047606532,15.41100025,35.49100113
2021,Pakistan,PAK,33.14795923,6.996173585,59.85586752,2.99015832,30.8,1.687461257,25.5,4.2,13.1,65.773,18.9,6.338,239477.803,1675.195241,54.9720829,3.281532896,13.57770645,0.810514865,402.0485824,24.00010295,15.15949766,0.904939155,34.37481047,2.051988308,15.41100025,35.49100113
2000,Panama,PAN,18.7753568,11.97681536,69.24782956,6.98486614,9.4,4.759689808,43.2,0.5,6.5,73.443,23.6,6.264,3010.377,11.6831536,0.523888179,4.484133285,0.035232806,0.301569308,2.972644415,25.44385289,0.053969544,0.461943292,0.331489925,2.837332595,8.911000252,42.77399826
2010,Panama,PAN,17.76460439,12.35997719,69.87541881,7.22332573,9.4,3.50229001,39.6,1.1,7.8,76.417,9.8,5.845,3628.539,15.91859594,0.678459841,4.26205831,0.109676051,0.688980684,4.239250517,26.63080671,0.059364678,0.372926593,0.659463964,4.142726949,10.88000011,38.50999832
2015,Panama,PAN,15.27857365,9.412066415,75.30935816,6.93698502,9.4,3.366699934,39,1.1,8,77.583,7,4.335,3960.037,17.63062387,1.041150157,5.905350626,0.252288589,1.430968018,4.813258224,27.30055533,0.043192262,0.24498431,0.865134294,4.906997621,11.11200047,36.52700043
2019,Panama,PAN,13.36727042,8.772740384,77.85999056,8.13541794,9.4,3.093294144,38,1.2,8.1,78.514,4.4,6.256,4234.711,19.15019616,1.116095528,5.828115382,0.264321035,1.380252365,5.560404162,29.03575564,0.04330195,0.226117529,1.142781304,5.967465264,11.12100029,38.07400131
2020,Panama,PAN,13.36727042,8.772740384,77.85999056,10.21630001,9.4,4.302840233,38,1.2,8.1,76.33,4.7,14.663,4293.272,23.03148264,1.044594812,4.535508321,0.251595863,1.092399769,5.467782696,23.74047204,0.046915692,0.203702441,1.014855937,4.406385612,11.04599953,38.82899857
2021,Panama,PAN,13.36727042,8.772740384,77.85999056,9.13571072,8.2,3.711410046,39.3,1.2,7.9,77.004,5.1,10.177,4345.406,23.92303355,1.322353742,5.527533702,0.265680779,1.110564754,6.22798915,26.03344236,0.041475097,0.173368886,0.998956177,4.17570863,10.97099972,39.58399963
2000,Papua New Guinea,PNG,49.87080988,6.707109856,43.4220808,2.0184176,15.5,1.666000009,31,1.9,10,61.609,26.6,2.92,5537.072,38.96328674,1.373066476,3.524000646,0.134108305,0.344191458,5.94180148,15.249744,0.624872034,1.603745696,0.239457559,0.614572279,14.00399971,34.7820015
2010,Papua New Guinea,PNG,40.1688518,7.126849031,52.70429829,2.10756016,15.5,1.666000009,31,1.9,10,63.056,29.2,2.002,7633.526,49.63923622,2.04665776,4.123064567,0.223961476,0.451178329,8.775465519,17.67848619,0.896981322,1.807000651,0.359891855,0.725014893,14.78600025,32.82300186
2015,Papua New Guinea,PNG,33.16449185,7.481312166,59.35419627,1.81881714,7.6,1.666000009,31,1.9,10,64.473,26.8,2.503,8743.26,53.88107301,2.615391887,4.854008543,0.28872427,0.535854714,10.82493708,20.09042595,1.116809704,2.072731,0.471440352,0.874964668,14.78600025,32.82300186
2019,Papua New Guinea,PNG,30.27202678,7.373440713,62.35453338,2.3253386,7.6,0.736999989,31,1.9,10,65.331,27.3,2.634,9609.025,58.20819956,3.154938373,5.420092697,0.335836813,0.576957913,12.44067411,21.37271759,1.264775143,2.172847043,0.566311318,0.972906433,14.78600025,32.82300186
2020,Papua New Guinea,PNG,30.27202678,7.373440713,62.35453338,2.30193973,7.6,1.498000026,31,1.9,10,65.075,27.4,2.883,9815.754,61.56580413,3.12138416,5.069996574,0.321873669,0.522812418,12.02588737,19.53338796,1.196575169,1.943571087,0.527774445,0.857252581,14.78600025,32.82300186
2021,Papua New Guinea,PNG,30.27202678,7.373440713,62.35453338,2.33994722,16.7,1.345999956,31,1.9,10,64.358,27,3.003,10012.911,66.84334426,3.155798831,4.721186329,0.326646842,0.488675194,12.2401259,18.31165995,1.22260724,1.829063543,0.551717787,0.825389264,14.78600025,32.82300186
2000,Paraguay,PRY,26.07677199,12.79159191,61.13163506,6.01865244,6.5,4.230209827,43.1,1,7.1,70.026,9.9,7.61,5100.878,19.92205424,0.892579662,4.480359562,0.017134497,0.086007683,4.808533643,24.13673603,0.058709957,0.294698309,0.46789037,2.34860504,8.854999542,44.47299957
2010,Paraguay,PRY,18.27843222,12.64450818,69.07705869,5.46593952,6.5,2.770720005,40.5,1.3,8.1,72.551,2.5,4.569,5737.981,25.27464293,1.646855147,6.515839421,0.060383491,0.238909373,7.262456035,28.7341588,0.07241436,0.286509922,0.889831898,3.520650721,10.48200035,42.29800034
2015,Paraguay,PRY,14.9616244,12.0612958,72.97708021,6.69165802,6.5,3.333778143,36.7,1.6,8.7,73.454,2.5,4.556,6159.11,28.49111272,2.167065633,7.606110911,0.087782913,0.308106299,7.3162179,25.67894758,0.114727526,0.402678291,1.183122862,4.152603212,11.67000008,38.40999985
2019,Paraguay,PRY,13.95406885,11.10759498,74.93833689,7.16081905,6.5,3.489830256,35.2,1.8,9.2,73.668,3.1,6.595,6515.072,32.2271413,2.369322661,7.351947972,0.169216491,0.525074469,8.798826721,27.30253559,0.107725682,0.334270053,1.313474658,4.075678467,12.51900005,36.61600113
2020,Paraguay,PRY,13.95406885,11.10759498,74.93833689,7.67533064,6.5,3.936150074,33.3,2,9.6,72.72,3.4,7.548,6603.741,32.66690554,2.399934706,7.346685174,0.158888954,0.486391201,8.375190625,25.63815117,0.098200591,0.300611857,1.205228949,3.689449396,13.06900024,35.23600006
2021,Paraguay,PRY,13.95406885,11.10759498,74.93833689,8.03277016,7.5,3.410700083,33.1,2.1,9.7,68.108,3.9,7.311,6684.191,49.19652327,2.616204337,5.317864278,0.17555099,0.356836171,9.513770639,19.33829874,0.091387345,0.185759763,1.176385959,2.391197347,13.44900036,35.08599854
2000,Peru,PER,33.0429664,11.61873248,55.33830091,4.41482639,6,3.228029966,36.8,1.2,8.2,69.821,20.3,4.958,26598.345,104.330894,1.11254906,1.066365884,0.038637252,0.037033375,12.86366359,12.3296783,0.262297433,0.251409168,3.953682524,3.789560669,11.68000031,34.61999893
2010,Peru,PER,21.69958478,11.04733148,67.2530839,4.71338701,6,2.867300034,34.2,1.5,9.2,72.886,8.5,3.6,29086.022,130.1221896,1.949183554,1.497963998,0.281237872,0.216133676,19.90794179,15.29942114,0.279879021,0.215089388,7.999341036,6.147561042,10.97099972,35.93399811
2015,Peru,PER,19.14184802,10.42928617,70.42886575,4.92147398,6,3.969330072,32.6,1.6,9.9,75.732,5.8,3.272,30457.597,127.0100387,2.913212802,2.293687043,0.024140544,0.0190068,19.44634416,15.31087176,0.267934078,0.21095504,10.07824548,7.934999142,12.17500019,34.13800049
2019,Peru,PER,17.537581,9.876336256,72.58608494,5.1381588,6,3.822429895,31.1,1.9,10.2,76.275,6.5,3.379,32449.305,168.0510862,4.397977967,2.617048224,0.939745909,0.55920252,29.14755447,17.34446062,0.210128018,0.125038179,7.713836572,4.590173587,14.75,31.89999962
2020,Peru,PER,17.537581,9.876336256,72.58608494,6.36273861,6,4.259379864,32.9,1.7,9.6,73.832,6.7,7.179,32838.584,271.3978622,6.806775372,2.508043105,0.80162756,0.295369887,41.56966359,15.31687216,0.315994619,0.116432243,11.21309426,4.131607439,13.13000011,34.47999954
2021,Peru,PER,17.537581,9.876336256,72.58608494,6.67921352,4.8,3.927210093,30.5,2.1,10.6,71.596,7.1,5.097,33155.885,290.9315304,5.006608751,1.720889016,0.899725722,0.309256862,31.48851204,10.82334115,0.265682181,0.091321206,8.636293442,2.968496894,13.34899998,32.76699829
2000,Philippines,PHL,35.7683203,9.050803028,55.18087964,3.05512357,9.7,3.164400101,37.7,2.1,8.5,67.789,18.8,3.767,79625.406,366.7567088,6.474639533,1.765377259,0.169411577,0.046191814,87.05890748,23.7375092,6.32662616,1.725019886,13.28439732,3.622127968,13.60099983,37.70399857
2010,Philippines,PHL,28.22276626,7.767820051,64.0094112,4.13107872,9.7,2.537770033,36.3,2.2,8.8,68.883,13.1,3.605,96337.13,489.8059745,12.93809145,2.641472772,0.332991316,0.067984331,149.5826329,30.53916054,8.761939935,1.788859343,21.73490562,4.437452125,14.0170002,36.26300049
2015,Philippines,PHL,25.72673172,7.057177131,67.21609198,3.8982749,9.7,2.830523014,34.9,2.3,9.2,69.45,10,3.068,105313.003,581.6461833,19.34906866,3.326604596,0.790215253,0.135858409,187.2546784,32.1939151,8.738019518,1.502291216,26.20170567,4.504749867,14.86100006,34.92300034
2019,Philippines,PHL,24.28166467,5.96919014,69.74914436,4.16646004,9.7,3.407486439,33.5,2.5,9.9,69.68,5.6,2.237,110804.681,667.0445831,25.08068286,3.759970997,1.358347107,0.20363663,219.0773883,32.84299038,8.934923743,1.339479245,30.39041076,4.555978945,16.34399986,33.18899918
2020,Philippines,PHL,24.28166467,5.96919014,69.74914436,5.16214037,9.7,3.858290434,33.5,2.5,9.9,70.097,5.8,2.522,112081.269,673.6860733,24.42000665,3.624834714,1.448301853,0.214981712,219.5348608,32.5871158,8.712385722,1.29324118,29.13014777,4.323994353,16.62700081,32.84400177
2021,Philippines,PHL,24.28166467,5.96919014,69.74914436,5.97500563,7.1,3.872497559,32.5,2.7,10.4,66.675,6,3.398,113100.948,908.862922,34.74712868,3.823142945,2.098053512,0.230843779,304.588494,33.51313896,11.37584066,1.25165637,38.9668792,4.287431939,16.90999985,32.5
2000,Poland,POL,3.945725455,6.76408055,89.29019268,5.28789568,9,4.983930111,28.2,1.9,11.2,73.74878049,2.5,14.928,38258.081,368.6651554,4.725965623,1.281912748,1.330546989,0.360909343,185.3283494,50.27010193,1.493141012,0.405012785,5.092882128,1.381438428,19.6420002,25.52300072
