Year,Country Name,Country Code,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Cause of death, by injury (% of total)","Cause of death, by non-communicable diseases (% of total)",Current health expenditure (% of GDP),Diabetes prevalence (% of population ages 20 to 79),"Government expenditure on education, total (% of GDP)",Income share held by highest 10%,Income share held by lowest 10%,Income share held by second 20%,"Life expectancy at birth, total (years)",Prevalence of undernourishment (% of population),"Unemployment, total (% of total labor force) (modeled ILO estimate)",population(in thousand),all_causes(in thousand),diabetes_mellitus(in thousand),%death by diabetes,alzheimer_and_other_dementia (in thousand),%death by alzheimer_and_other_dementia,cardiovascular_diseases (in thousand),%death by cardiovascular_diseases,asthma (in thousand),%death by asthma,kidney_diseases (in thousand),%death by kidney_diseases,Income_share_bottom 40%,Income_share_top 10%
2021,Malaysia,MYS,18.13860307,8.41842161,73.44297833,4.37382412,19,4.261094093,30.9,2.3,10.2,73.917,2.5,4.64,34282.412,235.4111904,5.791764893,2.460275947,5.221501896,2.218034702,73.36559971,31.16487351,1.126037415,0.478327905,8.410524017,3.57269508,15.96700001,31.02400017
2000,Maldives,MDV,21.42013058,6.721776525,71.85809211,7.73655844,9.2,5.737206936,34.8,2.7,10.7,70.892,,1.97,282.05,1.349957432,0.040043086,2.966248056,0.017130566,1.268970818,0.438766332,32.50223465,0.017986423,1.332369621,0.054329665,4.02454654,11.27499962,42.81700134
2010,Maldives,MDV,10.43942693,6.694720208,82.86585448,8.48758984,9.2,3.633280039,29.9,2.5,11,76.756,,10.881,360.815,1.430593335,0.049641553,3.469997506,0.035308392,2.468094282,0.530606084,37.08993124,0.01527484,1.067727594,0.072932821,5.098082006,11.16300011,39.11700058
2015,Maldives,MDV,8.712542333,6.80720177,84.48025507,8.72545815,9.2,4.622305393,29.9,2.5,11,78.607,,6.604,428.175,1.397357451,0.051316521,3.672397535,0.042063377,3.010208832,0.516122498,36.93561,0.013632041,0.975558627,0.07872886,5.634124628,13.58899975,36.04499817
2019,Maldives,MDV,8.159321228,6.662486744,85.17819216,7.65845585,9.2,4.123569489,23.3,3.8,13.2,79.707,,4.562,487.754,2.667494038,0.106596456,3.996127234,0.129391033,4.850658732,1.162903088,43.5953397,0.028990087,1.086791085,0.175503937,6.579356294,14.60599995,34.35300064
2020,Maldives,MDV,8.159321228,6.662486744,85.17819216,11.3365984,9.2,5.847608089,23.3,3.8,13.2,78.713,,5.434,502.149,2.760005622,0.098894327,3.583120478,0.15042739,5.450256635,1.134201781,41.09418374,0.02788529,1.010334533,0.169706972,6.148790797,14.7840004,33.99399948
2021,Maldives,MDV,8.159321228,6.662486744,85.17819216,10.09611702,9.2,4.613797665,23.3,3.8,13.2,78.052,,5.024,516.179,2.799265124,0.097226955,3.47330283,0.127117414,4.541099497,1.071150974,38.26543493,0.025701572,0.918154262,0.159500568,5.697944322,14.7840004,33.99399948
2000,Mali,MLI,70.87061174,6.934017589,22.19537077,5.46631575,1.9,2.971560001,30,2.5,10.3,50.605,16.6,1.414,11559.294,166.5376675,1.624794384,0.975631764,0.440921634,0.264757902,11.16332939,6.703185864,1.288252212,0.773550051,1.640850249,0.985272746,8.661999702,44.1780014
2010,Mali,MLI,66.53067346,7.543181097,25.9261434,4.67865133,1.9,3.343889952,25.7,3.3,12.1,55.993,6.6,1.405,15945.211,171.0677884,2.160807231,1.263129226,0.549364486,0.321138475,12.86173396,7.518501339,1.485335283,0.868272921,2.10323349,1.229473713,11.92500019,39.11299896
2015,Mali,MLI,63.29604558,8.486421381,28.21753336,4.11143351,1.9,3.801520109,25.7,3.3,12.1,57.852,4.8,1.401,18593.027,176.4029384,2.510121877,1.422947882,0.611102416,0.346424171,14.68540316,8.324919806,1.66889114,0.946067653,2.442581076,1.384660085,17.96999931,29.10000038
2019,Mali,MLI,60.25432518,9.423414823,30.32226025,3.82943797,1.9,3.555049896,28.1,3.2,11.2,59.217,4.7,3.29,21068.409,176.4016859,2.681935685,1.520357173,0.665699249,0.37737692,15.23030749,8.633878643,1.719100933,0.9745377,2.590822736,1.468706335,18.53000069,28.28000069
2020,Mali,MLI,60.25432518,9.423414823,30.32226025,3.47597885,1.9,3.954459906,28.1,3.2,11.2,58.858,4.6,3.528,21713.847,180.4998215,2.920968046,1.618266446,0.71861785,0.398126626,16.36320925,9.065498853,1.796346228,0.995206651,2.756579358,1.52719229,16.45199966,31.33300018
2021,Mali,MLI,60.25432518,9.423414823,30.32226025,3.46649742,2.1,4.363709927,28.3,3.2,11.5,59.116,7.1,3.966,22388.635,182.211756,2.941369877,1.614259113,0.717103528,0.393555029,16.37585473,8.987265744,1.830712313,1.004716904,2.788196404,1.530195672,16.85000038,29.65999985
2000,Malta,MLT,8.044687296,3.759355158,88.19595549,6.57308626,6.6,5.146474838,22,3.4,13.8,78.34878049,2.5,6.324,399.908,3.085414388,0.084742727,2.746559022,0.023598493,0.764840314,1.384805171,44.88230741,0.00809429,0.262340457,0.067020909,2.172185017,21.84300041,22.21100044
2010,Malta,MLT,5.28770012,3.472104361,91.24020105,7.95211124,6.6,6.250040054,22.7,3.4,13.4,81.39756098,2.5,6.847,422.664,3.219626615,0.085863375,2.666873693,0.140054667,4.350028229,1.300495208,40.3927338,0.005518557,0.17140364,0.067104967,2.084246875,21.25,23.76000023
2015,Malta,MLT,6.260604054,3.191607011,90.54778928,8.89759636,6.6,5.023980141,23.6,3.4,13.4,81.89756098,2.5,5.389,444.998,3.398984143,0.147384343,4.336129165,0.158015676,4.648908894,1.266756468,37.26867836,0.007286172,0.214363229,0.061146436,1.798962093,21.97800064,23.32799911
2019,Malta,MLT,7.002133543,3.252657509,89.74520881,9.07641315,6.6,4.899350166,24.8,3.2,13.1,82.65853659,2.5,3.616,504.03,3.814482605,0.180742762,4.738329703,0.29421803,7.71318317,1.258347896,32.98869142,0.011095975,0.290890699,0.075177486,1.970843582,22.12999916,22.96999931
2020,Malta,MLT,7.002133543,3.252657509,89.74520881,10.60137844,6.6,5.644871235,25.1,3.1,13,82.09756098,2.5,4.347,518.216,3.995563449,0.201875465,5.052490543,0.30464753,7.62464504,1.219745376,30.52749359,0.00843205,0.211035316,0.076961669,1.926178121,21.17000008,24.86000061
2021,Malta,MLT,7.002133543,3.252657509,89.74520881,10.36362457,8,5.364799976,25.1,3.1,13,82.25853659,2.5,3.394,524.396,4.214266539,0.204202919,4.845515044,0.356942365,8.469857372,1.242909775,29.49290852,0.008470844,0.201003988,0.075948706,1.802180891,20.87000084,25.17000008
2000,Mauritania,MRT,65.15851102,7.709062306,27.13242637,3.37824655,4.3,2.106839895,29.5,2.5,10.6,61.044,8.1,10.033,2613.463,21.05525132,0.267225569,1.269163519,0.081220251,0.385748193,2.839261108,13.48481224,0.10812579,0.513533598,0.347304682,1.649491982,10.64900017,42.06100082
2010,Mauritania,MRT,61.71045176,8.527155659,29.7623917,2.63618922,4.3,1.958510041,26.2,2.6,11.3,65.661,7,10.075,3390.973,20.54740631,0.402714712,1.959929666,0.158318925,0.770505644,3.701668796,18.01526062,0.117163969,0.570212936,0.456002934,2.219272485,11.75699997,39.32799911
2015,Mauritania,MRT,56.62420199,9.737664873,33.63813264,3.67363763,4.3,2.829566002,24.9,3,12.4,66.498,6.7,10.108,3965.968,22.87942598,0.522941611,2.285641305,0.238513279,1.042479296,4.6584476,20.36085872,0.134497084,0.587851653,0.591538148,2.585458868,12.94499969,38.49300003
2019,Mauritania,MRT,52.7128002,10.22244109,37.06475973,3.09176588,4.3,1.82317996,24.6,3.1,12.5,67.64,7,10.416,4467.727,23.12842612,0.58699551,2.537982945,0.231544508,1.001125225,4.892805199,21.1549423,0.134664568,0.582247005,0.654725799,2.830827294,13.21199989,38.29299927
2020,Mauritania,MRT,52.7128002,10.22244109,37.06475973,3.00147843,4.3,1.802649975,24.6,3.1,12.5,66.794,7.5,11.054,4600.144,25.40024641,0.626415622,2.466179313,0.24292981,0.956407295,5.157495406,20.30490304,0.136674007,0.538081422,0.689463906,2.714398493,13.27799988,38.24300003
2021,Mauritania,MRT,52.7128002,10.22244109,37.06475973,3.78022528,2.1,1.891970038,24.6,3.1,12.5,66.762,8.3,11.144,4734.886,25.74974238,0.610348739,2.370310077,0.226817746,0.880854428,4.990115079,19.37928157,0.135135108,0.524801785,0.675853254,2.624699091,13.27799988,38.24300003
2000,Mauritius,MUS,7.939727144,6.58809734,85.47217368,2.85734653,15,3.719039917,28.7,3.1,11.7,71.66341463,5.8,9.138,1216.637,8.196314235,1.204700936,14.69808138,0.008575151,0.104622032,2.59357097,31.64313734,0.178528669,2.178157932,0.862441767,10.52231213,15.64099979,38.27999878
2010,Mauritius,MUS,7.880471196,6.156696943,85.96283067,4.51898289,15,3.551470041,28.7,3.1,11.7,72.96731707,5.2,7.654,1282.715,9.121561865,1.64982423,18.08708042,0.031109399,0.341053422,2.929107535,32.11190779,0.15446282,1.693381268,0.736878311,8.078422557,15.07199955,39.66199875
2015,Mauritius,MUS,6.916052071,5.09365096,87.99029623,5.55042362,14.8,4.758470058,31.6,2.8,11.2,74.35317073,6.8,7.41,1292.285,9.835487488,1.829309837,18.59907645,0.028339129,0.288131414,3.274855114,33.29631722,0.092278561,0.938220507,0.685888936,6.973614038,14.97900009,39.75600052
2019,Mauritius,MUS,7.264399218,4.354115198,88.38148384,5.69508171,14.8,4.541950226,29.9,2.9,11.6,74.23585366,7.2,6.331,1286.28,10.83386121,1.785276985,16.4786769,0.039481663,0.36442836,3.488858317,32.20327682,0.103563553,0.955924678,0.745286243,6.879230113,15.17099953,39.20500183
2020,Mauritius,MUS,7.264399218,4.354115198,88.38148384,6.09606028,14.8,4.35243988,29.9,2.9,11.6,74.17707317,7.2,8.626,1283.231,11.59146735,1.905327586,16.43732867,0.013022084,0.112341978,3.732537715,32.20073527,0.083943374,0.724182466,0.787549001,6.794213167,15.17099953,39.20500183
2021,Mauritius,MUS,7.264399218,4.354115198,88.38148384,6.6160841,22.6,4.67151022,29.9,2.9,11.6,73.6802439,6.7,7.719,1279.63,12.0524145,1.81855108,15.08868683,0.027971304,0.232080504,3.993551379,33.13486587,0.069081996,0.573179723,0.907113624,7.526405798,15.17099953,39.20500183
2000,Mexico,MEX,17.90059568,11.94383267,70.15557201,4.24436522,14.2,3.808700085,42.4,1.2,7.4,72.562,3,2.646,98625.548,463.0667067,37.76466618,8.155340393,1.090711564,0.235540916,99.01332855,21.38208753,2.228774986,0.481307542,20.9914342,4.533133972,10.60999966,41.90999985
2010,Mexico,MEX,11.57810917,12.35810683,76.06378413,5.4897337,14.2,4.936950207,37.2,1.6,8.8,73.718,4.1,5.303,113623.886,579.9436598,61.3941595,10.58622824,2.589773355,0.446556025,134.6281377,23.21400285,1.618608631,0.279097565,34.81931027,6.003912567,12.49100018,37.95399857
2015,Mexico,MEX,10.03665342,10.15011209,79.81323406,5.52738619,15.6,5.050879955,39.5,1.7,8.6,74.431,3.7,4.311,121072.313,609.1292629,71.60057836,11.75457866,2.703271615,0.443792768,148.9387582,24.45109229,1.21900601,0.200122714,37.04321266,6.081338546,12.83899975,40.20299911
2019,Mexico,MEX,9.093436836,10.49625517,80.41030921,5.29685831,15.6,4.139450073,36.6,1.9,9.3,74.53,3.5,3.477,125762.977,679.5571678,78.58631342,11.56434177,3.288030161,0.483848941,170.3937126,25.07422784,1.08389028,0.159499499,35.04640662,5.157241845,14.10900021,36.20600128
2020,Mexico,MEX,9.093436836,10.49625517,80.41030921,6.0537405,15.6,4.500599861,35.1,2,9.5,70.449,3.2,4.44,126799.049,1009.73696,95.62838808,9.470623723,2.897405843,0.286946597,193.3450034,19.14805648,1.250479451,0.123842099,37.85593661,3.749088932,14.16899967,35.52600098
2021,Mexico,MEX,9.093436836,10.49625517,80.41030921,5.89244318,16.9,4.249529839,35.1,2,9.5,69.75,3.2,4.019,127648.149,1035.84376,90.955669,8.780828977,2.863599261,0.276450887,200.27141,19.33413298,1.173060601,0.113246867,36.3057776,3.504947273,14.60900021,35.0379982
2000,Mongolia,MNG,16.36314053,11.72330196,71.91355776,6.07605076,7.1,5.550370216,24.6,3,12.2,63.2104878,30.4,5.993,2455.199,17.53095327,0.092814162,0.529430204,0.130670028,0.745367499,6.029920937,34.39585312,0.100538034,0.573488689,0.226672864,1.292986526,18.20599937,24.92700005
2010,Mongolia,MNG,9.619534173,12.33982376,78.04064093,3.73945642,7.1,4.645100117,25.7,3.2,12.1,68.50560976,17.1,6.549,2701.747,18.334277,0.144271543,0.786895183,0.173133887,0.944318049,6.879730556,37.52387157,0.063839827,0.348199316,0.276768149,1.509566745,17.89299965,26.59399986
2015,Mongolia,MNG,8.228407505,11.97028934,79.80130347,4.23154545,7.1,4.387156487,25.5,3.3,12.6,70.8102439,9,4.861,2976.536,18.52122259,0.188827938,1.019521996,0.201233146,1.086500339,6.928065208,37.40609009,0.058036196,0.313349702,0.291019242,1.571274472,18.35899925,26.4489994
2019,Mongolia,MNG,6.309566022,10.97444045,82.7159926,4.49497986,7.1,3.652369738,25.7,3.3,12.3,71.05317073,5.1,9.269,3232.127,19.59410762,0.235742059,1.203127304,0.265163945,1.35328411,7.405188769,37.79293711,0.058973324,0.300974787,0.329606645,1.682172272,18.21800041,26.34799957
2020,Mongolia,MNG,6.309566022,10.97444045,82.7159926,4.6662488,7.1,4.663455009,25.7,3.3,12.3,71.34902439,4.3,6.594,3290.798,17.54297611,0.196742469,1.121488554,0.229785009,1.309840519,6.088266523,34.70486698,0.049299122,0.28101915,0.294969222,1.681409243,18.32900047,26.14299965
2021,Mongolia,MNG,6.309566022,10.97444045,82.7159926,7.21042728,6.9,3.343896151,25.7,3.3,12.3,71.64512195,3,7.747,3339.679,21.89180422,0.22507054,1.028104115,0.290078673,1.325056034,7.265841035,33.18977715,0.057338598,0.2619181,0.332573121,1.519167252,18.44099998,25.93700027
2000,Montenegro,MNE,2.983875922,7.010579936,90.00554297,7.96692181,7.7,,28.7,1.6,9.9,73.39680488,9.8,30.609,634.206,5.596882778,0.109793171,1.961684309,0.120557179,2.154005791,2.920122439,52.17408609,0.00355616,0.06353823,0.092024458,1.644209133,20.97200012,26.31299973
2010,Montenegro,MNE,1.794472474,5.556163513,92.64936495,7.96692181,7.7,,28.7,1.6,9.9,75.9902439,2.5,19.649,632.103,6.186414538,0.129142252,2.087513715,0.160518858,2.594699354,3.418786571,55.26281096,0.002555197,0.041303352,0.115809262,1.871993234,18.86599922,24.0170002
2015,Montenegro,MNE,1.510419872,4.62634298,93.86323214,9.02188778,7.7,,27.7,1.8,10.7,76.60243902,2.5,17.555,628.162,6.370936253,0.139291243,2.18635437,0.139822841,2.194698475,3.601181098,56.52514725,0.002541489,0.039891929,0.1286162,2.018795899,16.65500069,26.26600075
2019,Montenegro,MNE,1.41387632,4.480178837,94.10594521,8.32983208,7.7,,25.3,2.1,11.7,76.68292683,2.5,15.128,611.692,6.84487414,0.157289821,2.297921296,0.144040302,2.104352819,3.945119863,57.63611986,0.002667564,0.038971709,0.147411599,2.153605685,17.63199997,25.08300018
2020,Montenegro,MNE,1.41387632,4.480178837,94.10594521,11.42177582,7.7,,25.4,2.1,11.8,75.93170732,2.5,17.878,607.955,7.967591052,0.172571453,2.165917545,0.152233704,1.910661614,4.299311167,53.95998789,0.0028762,0.036098734,0.159707416,2.004463014,18.49799919,24.79800034
2021,Montenegro,MNE,1.41387632,4.480178837,94.10594521,10.55253506,9.1,,24.7,2.1,12.1,73.82439024,2.5,16.543,603.874,8.657584078,0.138396419,1.598557034,0.126769501,1.464259537,3.377434842,39.01128549,0.002240955,0.025884302,0.124224638,1.434864934,18.55599976,24.52700043
2000,Morocco,MAR,21.31662789,10.96518083,67.71819255,3.69304585,6.8,4.853390217,32.1,2.6,10.3,66.794,5.8,13.58,28423.438,145.7647246,1.810746755,1.242239341,1.701512653,1.167300701,56.96002602,39.07668756,1.781302645,1.222039591,2.962527869,2.032403846,15.02900028,33.81900024
2010,Morocco,MAR,13.50487362,9.43287279,77.06225522,5.41861057,6.8,4.831190109,33.1,2.6,10.5,70.821,4.8,9.09,32467.021,170.8319656,3.643345914,2.132707366,2.813152219,1.646736434,77.34642889,45.27632087,2.079656555,1.217369681,5.375048172,3.146394853,15.21000004,34.66799927
2015,Morocco,MAR,10.7258771,7.842026406,81.43209742,5.10435581,6.8,5.133368969,31.9,2.7,10.7,72.894,3.7,9.46,34607.596,189.8839871,4.835762145,2.546692966,3.547997672,1.868508096,91.59169834,48.2356094,2.307926794,1.215440453,7.258646343,3.822674283,15.41100025,34.125
2019,Morocco,MAR,8.906129377,6.903581897,84.19028947,4.9953146,6.8,5.003256798,31.9,2.7,10.7,74.245,4.1,9.194,36210.914,212.6847734,6.057799157,2.848252397,4.229318585,1.988538492,106.1429737,49.90624012,2.520554723,1.185112918,9.223321084,4.33661561,15.41100025,34.125
2020,Morocco,MAR,8.906129377,6.903581897,84.19028947,5.59079361,6.8,6.284282684,31.9,2.7,10.7,73.133,5.3,11.223,36584.207,248.7733765,6.465357396,2.598894418,4.567654335,1.836070402,112.2273749,45.11229315,2.623142251,1.054430457,9.827204942,3.950263923,15.41100025,34.125
2021,Morocco,MAR,8.906129377,6.903581897,84.19028947,5.522717,9.1,5.642734051,31.9,2.7,10.7,73.385,6.4,10.576,36954.449,252.1852404,6.503375247,2.578808829,4.585965336,1.818490776,110.5091557,43.82062784,2.547566433,1.010196484,9.81278588,3.891102375,15.41100025,34.125
2000,Mozambique,MOZ,69.04086631,6.763880573,24.19525142,2.14253044,3.1,3.198390007,39.3,2.2,9.3,49.476,36.8,2.833,18129.662,265.9950067,2.257543227,0.848716393,0.718922335,0.270276628,16.71282725,6.28313571,0.939955599,0.3533734,1.685676189,0.633724749,8.434000015,49.76100159
2010,Mozambique,MOZ,62.17819511,7.611153071,30.21065194,5.29249668,3.1,5.390528679,36.8,2,9.5,55.04,22.2,3.261,22999.245,279.6681098,3.961874534,1.416634359,1.011275186,0.36159832,27.82051523,9.947689513,1.24157052,0.44394426,2.853618966,1.020359085,7.777999878,50.72900009
2015,Mozambique,MOZ,58.4835516,8.448743011,33.0677058,6.60972881,3.1,6.010834217,45.5,1.6,7.6,58.711,42.3,3.426,26547.585,276.7919354,5.24792966,1.895983585,1.207814905,0.436362029,35.13694819,12.69435403,1.57012407,0.567257882,3.836928077,1.386213826,6.618999958,54.3730011
2019,Mozambique,MOZ,54.4396366,9.396195805,36.16416716,7.90207434,3.1,6.286394119,41.1,1.7,8.3,61.306,30.9,3.646,29884.378,269.8591543,5.97000961,2.212268702,1.465874689,0.543199912,39.08305403,14.48276014,1.745160962,0.64669326,4.446801804,1.647823219,7.230000019,51.68399811
2020,Mozambique,MOZ,54.4396366,9.396195805,36.16416716,7.54172373,3.1,6.642562866,41.1,1.7,8.3,61.39,28.3,3.921,30783.705,275.7102266,6.083664919,2.206543078,1.547582452,0.561307599,40.04932218,14.52587475,1.697587943,0.615714536,4.486952088,1.627415908,7.381999969,51.01200104
2021,Mozambique,MOZ,54.4396366,9.396195805,36.16416716,8.86981869,3.3,6.497897625,41.1,1.7,8.3,60.268,26.3,4.053,31707.808,296.3836908,5.810824243,1.960574898,1.476232637,0.498081603,37.94782655,12.80361495,1.639608044,0.553204544,4.332306519,1.461722306,7.381999969,51.01200104
2000,Myanmar,MMR,43.7772856,7.175930234,49.04678343,2.12591195,7.1,0.787440002,31.7,3,11.3,60.357,38.6,0.717,45290.853,478.035282,13.32007584,2.786421074,2.479743947,0.518736596,103.6662368,21.68589657,9.643503873,2.017320528,6.571669903,1.374724869,19.38299942,33.36600113
2010,Myanmar,MMR,33.63517449,6.935561663,59.42926306,2.08368421,7.1,0.787440002,31.7,3,11.3,63.479,11,0.727,49024.393,418.175446,15.33988178,3.668288497,3.32678176,0.795546891,107.2850865,25.65552033,8.518926962,2.037165751,7.186771135,1.718601894,18.18799973,33.33800125
2015,Myanmar,MMR,25.9983771,7.54213931,66.45948499,5.47780561,7.1,2.245604277,31.7,3,11.3,65.288,4.9,0.766,51089.073,393.8906909,17.52394668,4.448936492,3.937214733,0.999570395,110.2827604,27.99831603,8.568754042,2.175414205,7.845720087,1.991852122,17.59000015,33.32300186
2019,Myanmar,MMR,21.59729881,7.258174481,71.14452521,4.07903337,7.1,1.999760032,25.5,3.8,13,66.457,3.4,0.407,52640.715,396.2037971,20.36692248,5.140516731,4.506660314,1.137460152,119.9230341,30.26801737,8.949310859,2.258764536,8.850188457,2.233746502,20.08600044,28.36300087
2020,Myanmar,MMR,21.59729881,7.258174481,71.14452521,4.38807583,7.1,1.999760032,25.5,3.8,13,66.612,4,1.476,53016.523,407.794488,21.11608673,5.178119701,4.6566353,1.141907367,123.4999333,30.28484615,9.010271064,2.209512715,9.047985241,2.218761044,20.08600044,28.36300087
2021,Myanmar,MMR,21.59729881,7.258174481,71.14452521,5.83599281,7.1,1.999760032,25.5,3.8,13,65.553,4.6,4.34,53387.116,449.6007396,20.17610664,4.487560822,4.484580292,0.997458389,116.97518,26.01756842,8.51897544,1.894786794,8.750119009,1.946197646,20.08600044,28.36300087
2000,Namibia,NAM,60.21138302,9.346017968,30.44259794,9.23999977,7.8,6.901780128,54.8,1.1,5.3,52.946,15.6,20.3,1818.661,22.51838402,0.403018209,1.789729709,0.082293684,0.36545111,2.218668895,9.852700323,0.176071478,0.781901037,0.152513045,0.677282371,5.710000038,57.71900177
2010,Namibia,NAM,50.4973868,9.246729874,40.25588299,9.72781372,7.8,8.243300438,51.8,1.3,5.7,56.093,29.2,22.12,2109.829,19.22582793,0.505185331,2.627638888,0.120813787,0.628393158,2.510573754,13.05833883,0.178509808,0.928489575,0.182290935,0.948156489,7.459000111,52.19599915
2015,Namibia,NAM,46.05245477,11.09949554,42.8480491,9.98109627,7.8,9.850768089,47.2,1,5.8,60.008,21.8,20.808,2374.318,20.12921803,0.589439941,2.928280372,0.143000608,0.71041313,2.797779873,13.89909866,0.189844297,0.943128029,0.218584732,1.085907717,7.181000233,49.27799988
2019,Namibia,NAM,45.15033261,11.81249471,43.03717294,8.39904404,7.8,9.3225317,47.2,1,5.8,63.546,19.1,19.921,2650.503,20.88469168,0.682431408,3.267615432,0.168984895,0.809132823,3.125598853,14.96598035,0.18587942,0.89002712,0.255697166,1.224328184,7.125,48.69499969
2020,Namibia,NAM,45.15033261,11.81249471,43.03717294,8.88723373,7.8,9.277998924,47.2,1,5.8,64.071,19.1,21.004,2728.776,21.45157535,0.762099684,3.552651364,0.189226933,0.882112058,3.453054543,16.09697417,0.200604623,0.935151009,0.28310157,1.319723915,7.125,48.69499969
2021,Namibia,NAM,45.15033261,11.81249471,43.03717294,9.33766365,6.7,10.39144802,47.2,1,5.8,60.85,20.5,20.922,2810.554,27.31025974,0.714398204,2.615860159,0.139975902,0.512539621,3.017000822,11.04713339,0.192748136,0.70577189,0.256737377,0.94007666,7.125,48.69499969
2000,Nepal,NPL,57.93932488,8.120053388,33.94062278,3.13292074,3.6,2.975150108,36.9,2.7,9.7,62.642,23.9,10.551,24546.516,176.6349551,1.914961347,1.084134987,0.709444846,0.401644649,23.82477938,13.48814529,2.932288478,1.660083915,1.157655916,0.655394577,11.64000034,41.3730011
2010,Nepal,NPL,36.81961083,8.965504757,54.21488619,4.36131525,3.6,3.631720066,26.4,3.5,12.1,66.772,10.4,10.554,27341.957,158.3939484,2.90151995,1.83183763,1.138560076,0.718815389,30.75468616,19.41657902,3.33657885,2.10650652,1.651807673,1.042847716,13.13599968,37.38999939
2015,Nepal,NPL,27.52665986,12.62409836,59.84924173,5.46615553,3.6,3.294253588,26.4,3.5,12.1,67.374,6.6,10.644,27823.635,172.3017557,4.093840668,2.375971534,1.498574134,0.869738168,38.49165144,22.33967453,3.915265244,2.272330441,2.436851405,1.414292846,13.61800003,36.21099854
2019,Nepal,NPL,24.82083296,8.721845396,66.45732167,4.44524717,3.6,3.485680819,26.4,3.5,12.1,69.299,5.2,10.389,28414.067,169.2554133,4.944954405,2.921593058,1.767556139,1.044312914,42.21151653,24.93953706,4.178055749,2.468491653,2.985611144,1.763967891,13.61800003,36.21099854
2020,Nepal,NPL,24.82083296,8.721845396,66.45732167,5.2080965,3.6,4.211066723,26.4,3.5,12.1,69.106,5.6,12.975,28966.584,180.3530932,5.202980182,2.884885471,1.868540498,1.036045717,43.90400796,24.34336289,4.238853806,2.350308349,3.128484593,1.734644268,13.61800003,36.21099854
2021,Nepal,NPL,24.82083296,8.721845396,66.45732167,5.32333136,8.7,3.95612216,26.4,3.5,12.1,68.385,5.7,12.186,29475.012,198.879512,5.187302633,2.608263959,1.89416965,0.952420705,43.34345003,21.7938236,4.193840671,2.108734393,3.124039532,1.570820192,13.61800003,36.21099854
2000,Netherlands,NLD,7.140004,3.688805672,89.17118858,7.7069602,5.3,4.585120201,23.7,3.2,13.4,77.98780488,2.5,2.725,16058.762,140.4401777,3.194048664,2.274312605,5.790384404,4.123025547,49.70891379,35.39508039,0.092887435,0.066140215,1.804194987,1.284671536,22.46800041,21.84799957
2010,Netherlands,NLD,6.382278901,4.193369803,89.42434998,10.15508747,5.3,5.489089966,22.4,3.6,13.8,80.70243902,2.5,4.991,16771.248,136.0724943,2.680558786,1.969949033,9.521119731,6.997093557,38.41215254,28.22918235,0.062214886,0.045721868,2.260432664,1.661197346,22.29000092,23.30599976
2015,Netherlands,NLD,5.791524091,4.913169168,89.29530553,10.32393837,5.3,5.34815979,23,3.5,13.9,81.5097561,2.5,6.872,17107.436,147.2385057,2.4583075,1.669609107,15.04163186,10.21582757,38.55126054,26.18286592,0.128112593,0.087010251,2.627295579,1.784380768,22.47900009,23.1989994
2019,Netherlands,NLD,6.000823844,5.764990551,88.23418881,10.14039612,5.3,5.159860134,23.9,3.4,13.7,82.11219512,2.5,3.379,17537.51,140.9461896,2.251592192,1.597483549,15.45577761,10.9657293,33.2787449,23.61095748,0.178912504,0.126936744,2.380626859,1.689032436,22.56999969,23.15999985
2020,Netherlands,NLD,6.000823844,5.764990551,88.23418881,11.22355747,5.3,5.423810005,21.6,3.6,14.6,81.35853659,2.5,3.82,17636.736,162.6632586,2.381140642,1.463846638,14.94986442,9.190682978,33.68797699,20.71025583,0.148947979,0.091568299,2.362597491,1.452446921,22.1779995,24.09799957
2021,Netherlands,NLD,6.000823844,5.764990551,88.23418881,11.12490749,4.5,5.506090164,21.4,3.6,14.6,81.3097561,2.5,4.209,17730.562,171.1500557,2.55035143,1.490125972,15.68961854,9.167171158,36.44957557,21.29685288,0.159531437,0.093211443,2.775072605,1.621426645,23.62199974,21.79199982
2000,New Zealand,NZL,2.73724347,5.975590994,91.2871646,7.4700222,8.6,6.543338299,,,,78.63658537,2.5,6.13,3857.578,26.69563403,0.726313483,2.720720107,0.84411662,3.162002518,10.83545705,40.58887323,0.072467973,0.271460018,0.347550544,1.301900318,19.59499931,26.52700043
2010,New Zealand,NZL,3.653386377,6.538441946,89.80817291,9.59277534,8.6,6.597412586,,,,80.90487805,2.5,6.557,4347.773,28.3336266,0.652416197,2.302621568,1.370219531,4.836018877,10.01924714,35.36168273,0.052293407,0.184563057,0.390764555,1.379154743,19.96800041,26.14800072
2015,New Zealand,NZL,4.309231246,5.757402163,89.93336684,9.28344345,8.6,5.707349777,,,,81.61243902,2.5,5.415,4614.031,31.85138928,0.69542996,2.183358326,2.535540158,7.960532381,10.29475379,32.32120802,0.089473368,0.280908839,0.409996943,1.287218399,19.08600044,28.43899918
2019,New Zealand,NZL,4.354730431,6.043371553,89.60189855,9.50996971,8.6,5.177979946,,,,82.05609756,2.5,4.109,4989.404,33.81139882,0.784623401,2.320588406,3.05580675,9.037800437,9.898349595,29.27518512,0.093508798,0.276559982,0.442999779,1.310208374,19.20800018,27.48600006
